name,address,suburb,industry,longitude,latitude,indoor,outdoor
Babu Bar Burger with Balls,364-366 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95413,-37.80544,40,0
Little Africa,352-362 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95434,-37.80538,26,8
Bobbie Peels,351-359 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,"Pubs, Taverns and Bars",144.95597,-37.80396,70,0
Sojung Korean BBQ,140-164 Peel Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95666,-37.80444,40,0
Yeonga,1-3 Cobden Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95692,-37.8056,96,0
Maria Trattoria,122-124 Peel Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95646,-37.8052,80,4
La Porchetta,300-308 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95638,-37.8057,200,0
Hallah,268-276 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95739,-37.8058,50,0
Woo-Ga,268-276 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95739,-37.8058,45,0
Donwoori,268-276 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95739,-37.8058,36,0
Melbourne Toodouri,260 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95772,-37.80584,60,0
Central Club Hotel,240-248 Victoria Street NORTH MELBOURNE 3051,North Melbourne,"Pubs, Taverns and Bars",144.95812,-37.80591,90,12
Shop 30 Coffee,1-7 O'Connell Street NORTH MELBOURNE 3051,North Melbourne,Takeaway Food Services,144.95798,-37.80572,10,0
Lucky House in Melbourne,579-581 Elizabeth Street MELBOURNE 3000,North Melbourne,Cafes and Restaurants,144.95829,-37.80471,50,0
BBQ Brothers 10,587-589 Elizabeth Street MELBOURNE 3000,North Melbourne,Cafes and Restaurants,144.95812,-37.80461,76,0
I Wrap Cafe,595 Elizabeth Street MELBOURNE 3000,North Melbourne,Takeaway Food Services,144.95815,-37.80444,16,6
Classic Curry Company,597 Elizabeth Street MELBOURNE 3000,North Melbourne,Cafes and Restaurants,144.95814,-37.80439,30,0
Cafe Perri & Perri Cine Video and Photography,599 Elizabeth Street MELBOURNE 3000,North Melbourne,Cafes and Restaurants,144.95812,-37.80435,18,16
Metro Cafe,76-86 Howard Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.9545,-37.80305,70,0
5 Lire,116-118 Errol Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.9501,-37.80223,30,4
The Courthouse Hotel,86-90 Errol Street NORTH MELBOURNE 3051,North Melbourne,"Pubs, Taverns and Bars",144.94996,-37.80288,100,0
Lulu Cafe & Gallery,506 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95053,-37.80285,20,0
Mr Price's Food Store,502 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95066,-37.80286,30,0
Counter,104-108 Errol Street NORTH MELBOURNE 3051,North Melbourne,Takeaway Food Services,144.95003,-37.80248,0,4
Mork Chocolate,148-150 Errol Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95019,-37.80154,18,0
Akita Japanese Restaurant,34 Courtney Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95446,-37.80204,60,0
The Rice Cooker,19-35 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95518,-37.80068,50,8
St Cooper Cafe,19-35 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Takeaway Food Services,144.95518,-37.80068,12,9
Nemo,19-35 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95518,-37.80068,16,0
Metropolitan Hotel,42 Courtney Street NORTH MELBOURNE 3051,North Melbourne,"Pubs, Taverns and Bars",144.95409,-37.80143,240,12
The Castle Hotel,56-58 Courtney Street NORTH MELBOURNE 3051,North Melbourne,"Pubs, Taverns and Bars",144.95303,-37.8009,160,19
Flavour Cafe,47-59 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95432,-37.79973,72,60
Eat Pizza,47-59 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Takeaway Food Services,144.95432,-37.79973,4,6
Mum Mum Asian Street Food,65-67 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.954,-37.79937,42,4
New Lanna Thai,65-67 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.954,-37.79937,50,4
The Smith Cafe,36-38 Villiers Street NORTH MELBOURNE 3051,North Melbourne,Takeaway Food Services,144.95317,-37.79978,6,0
Jaspresso,91-95 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.95286,-37.79857,25,0
Avist Cafe,97-103 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,144.9527,-37.79844,40,34
Dr Dax Kitchen,30 Royal Parade PARKVILLE 3010,Parkville,Cafes and Restaurants,144.96124,-37.79675,100,50
House Of Cards Espresso,230 Grattan Street PARKVILLE 3010,Parkville,Takeaway Food Services,144.96124,-37.79675,0,20
Pronto Pizza Bar,230 Grattan Street PARKVILLE 3010,Parkville,Takeaway Food Services,144.96124,-37.79675,24,12
Oriental House,230 Grattan Street PARKVILLE 3010,Parkville,Cafes and Restaurants,144.96124,-37.79675,30,0
Ho Ho's Canteen,230 Grattan Street PARKVILLE 3010,Parkville,Takeaway Food Services,144.96124,-37.79675,18,10
Castro's Kiosk,230 Grattan Street PARKVILLE 3010,Parkville,Takeaway Food Services,144.96124,-37.79675,0,34
Brew Sisters,30 Royal Parade PARKVILLE 3010,Parkville,Takeaway Food Services,144.96124,-37.79675,0,40
Egg Sake Bistro,230 Grattan Street PARKVILLE 3010,Parkville,Cafes and Restaurants,144.96124,-37.79675,52,0
The Ida Bar,230 Grattan Street PARKVILLE 3010,Parkville,Cafes and Restaurants,144.96124,-37.79675,180,100
The Potter Espresso Bar,230 Grattan Street PARKVILLE 3010,Parkville,Cafes and Restaurants,144.96124,-37.79675,18,66
Professor Court Cafe,230 Grattan Street PARKVILLE 3010,Parkville,Takeaway Food Services,144.96124,-37.79675,28,30
Carte Crepes,230 Grattan Street PARKVILLE 3010,Parkville,Takeaway Food Services,144.96124,-37.79675,0,25
Cafe @ Resource,230 Grattan Street PARKVILLE 3010,Parkville,Takeaway Food Services,144.96124,-37.79675,0,58
Brew Sisters Kiosk,30 Royal Parade PARKVILLE 3010,Parkville,Takeaway Food Services,144.96124,-37.79675,0,18
Sage & Grace Cafe,29-55 College Crescent PARKVILLE 3052,Parkville,Cafes and Restaurants,144.96054,-37.79307,24,6
Primary Cafe,381-405 Royal Parade PARKVILLE 3052,Parkville,Cafes and Restaurants,144.95868,-37.78398,70,24
Oshin Sushi Bar,367-377 Royal Parade PARKVILLE 3052,Parkville,Cafes and Restaurants,144.95856,-37.78493,35,0
Parkside,367-377 Royal Parade PARKVILLE 3052,Parkville,Cafes and Restaurants,144.95856,-37.78493,60,48
Parkville Store,52 Morrah Street PARKVILLE 3052,Parkville,Cafes and Restaurants,144.95567,-37.79525,30,8
Naughtons Parkville Hotel,43-49 Royal Parade PARKVILLE 3052,Parkville,"Pubs, Taverns and Bars",144.95753,-37.79554,120,40
Cafe Royale,53 Royal Parade PARKVILLE 3052,Parkville,Cafes and Restaurants,144.95755,-37.7954,15,18
Sargon Food And Co Cafe,301-327 Grattan Street MELBOURNE 3000,Parkville,Cafes and Restaurants,144.95667,-37.80019,24,10
Super 8,301-327 Grattan Street MELBOURNE 3000,Parkville,Cafes and Restaurants,144.95667,-37.80019,200,40
The Loft @ Vccc,301-327 Grattan Street MELBOURNE 3000,Parkville,Cafes and Restaurants,144.95667,-37.80019,70,0
Think Asia VCCC,301-327 Grattan Street MELBOURNE 3000,Parkville,Cafes and Restaurants,144.95667,-37.80019,44,0
Hudsons Coffee Melbourne Private,300-328 Grattan Street PARKVILLE 3050,Parkville,Cafes and Restaurants,144.95634,-37.79864,8,20
Isabella,18-22 Flemington Road PARKVILLE 3050,Parkville,Cafes and Restaurants,144.955,-37.79885,80,36
University High School Canteen,77 Story Street PARKVILLE 3052,Parkville,Cafes and Restaurants,144.95606,-37.79747,100,0
Corner Cafe & Convenience Store,52-62 Cade Way PARKVILLE 3052,Parkville,Cafes and Restaurants,144.93913,-37.77619,35,6
Poplars,34-56 Poplar Road PARKVILLE 3052,Parkville,Cafes and Restaurants,144.94791,-37.77802,32,10
Orygen Soul Cafe,35-37 Poplar Road PARKVILLE 3052,Parkville,Cafes and Restaurants,144.9474,-37.78126,45,0
Sandrock,48-50 Flemington Road PARKVILLE 3052,Parkville,Cafes and Restaurants,144.94954,-37.79362,42,0
Parkville Cafe,48-50 Flemington Road PARKVILLE 3052,Parkville,Cafes and Restaurants,144.94954,-37.79362,244,112
McDonalds Royal Children's Hospital,48-50 Flemington Road PARKVILLE 3052,Parkville,Cafes and Restaurants,144.94954,-37.79362,32,0
Aruba Espresso Cafe,48-50 Flemington Road PARKVILLE 3052,Parkville,Cafes and Restaurants,144.94954,-37.79362,32,0
Quando Cafe,48-50 Flemington Road PARKVILLE 3052,Parkville,Takeaway Food Services,144.94954,-37.79362,18,0
Smith And Singleton,48-50 Flemington Road PARKVILLE 3052,Parkville,Cafes and Restaurants,144.94954,-37.79362,200,0
State Netball & Hockey Centre Cafe,10 Brens Drive PARKVILLE 3052,Parkville,Cafes and Restaurants,144.94769,-37.78535,51,16
Village Kiosk,Elliott Avenue PARKVILLE 3052,Parkville,Takeaway Food Services,144.95194,-37.78421,0,54
Giraffe Cafe,Elliott Avenue PARKVILLE 3052,Parkville,Takeaway Food Services,144.95194,-37.78421,0,55
Meerkat Manor,Elliott Avenue PARKVILLE 3052,Parkville,Takeaway Food Services,144.95194,-37.78421,0,34
Wild Dog,Elliott Avenue PARKVILLE 3052,Parkville,Takeaway Food Services,144.95194,-37.78421,0,42
Lakeside Bistro And Function Centre,Elliott Avenue PARKVILLE 3052,Parkville,Cafes and Restaurants,144.95194,-37.78421,118,240
Riverside Takeaway,93-119 Sims Street WEST MELBOURNE 3003,West Melbourne (Industrial),Takeaway Food Services,144.91063,-37.80381,8,8
Port Diner,410 Footscray Road WEST MELBOURNE 3003,West Melbourne (Industrial),Takeaway Food Services,144.93427,-37.80895,22,0
Dumpling Station,201-205 Kensington Road WEST MELBOURNE 3003,West Melbourne (Industrial),Takeaway Food Services,144.91683,-37.80088,10,0
Willo & Co,207 Kensington Road WEST MELBOURNE 3003,West Melbourne (Industrial),Takeaway Food Services,144.91651,-37.80087,30,0
The Haileyburian,383-405 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95292,-37.81111,36,12
Rej's Cafe & Kebabs,362-364 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95117,-37.81189,43,6
Roller Door Cafe,6-8 Anderson Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94212,-37.80592,24,10
Tong Fu Garden Melbourne,661-667 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94444,-37.80624,60,36
Bob's the Name,655-657 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.9449,-37.80643,27,8
Butcher Shop Cafe,72 Hawke Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94558,-37.808,22,12
Apollo Cafe,109-115 Hawke Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94663,-37.80784,50,6
Katmandu Cottage,349-351 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94979,-37.80539,60,8
Smile Thai Restaurant,357 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94963,-37.80539,22,4
Amiconi,359 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94958,-37.80538,60,8
Three Crowns Hotel,361-365 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),"Pubs, Taverns and Bars",144.94947,-37.8054,189,96
One Star Coffee Lounge,297-307 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95137,-37.80563,25,8
Warung Agus,297-307 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95137,-37.80563,60,0
Westwood Coffee & Wine,313 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),"Pubs, Taverns and Bars",144.95109,-37.80557,40,12
Willows & Wine,315 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),"Pubs, Taverns and Bars",144.95105,-37.80557,20,8
Royal Mail Hotel On Spencer,515-523 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),"Pubs, Taverns and Bars",144.94828,-37.80845,55,15
Embassy Cafe,541-547 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94779,-37.80811,40,24
Toasta & Co,179-183 Adderley Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94607,-37.80936,25,28
Indian Biryani Lounge,495-497 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94877,-37.80898,26,0
Pizza Max,499-501 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Takeaway Food Services,144.94867,-37.80895,0,6
B.Cuz Coffee & Eatery,505-507 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94863,-37.80883,16,20
Junie Moon's,511 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94855,-37.80875,20,20
Le Taj Restaurant,70-74 Rosslyn Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95205,-37.80775,50,0
Rosslyn Pizzeria,56 Rosslyn Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.9524,-37.80752,18,8
Smooth Cafe,42-50 Rosslyn Street WEST MELBOURNE 3003,West Melbourne (Residential),Takeaway Food Services,144.95256,-37.80741,26,12
Don Camillo Cafe Bar Restaurant,215 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95426,-37.80592,45,9
Dolcetti,223 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95404,-37.8059,16,6
Common Ground Coffee,225-229 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95395,-37.80588,52,12
Chimac,39-47 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95541,-37.80718,25,0
The Drunken Poet Pty Ltd,65-67 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),"Pubs, Taverns and Bars",144.9555,-37.80667,35,14
Lukumades,81-83 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),Takeaway Food Services,144.95558,-37.80629,8,12
Chef Panda 888,85-87 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95558,-37.8062,10,16
Hello Jose,85-87 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95558,-37.8062,20,30
Soolzip Korean,173-181 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Takeaway Food Services,144.9556,-37.80607,25,0
Chickilia,173-181 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Takeaway Food Services,144.9556,-37.80607,18,0
Loving Hut,183-185 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95544,-37.80605,36,0
Royal Standard Hotel,333-337 William Street WEST MELBOURNE 3003,West Melbourne (Residential),"Pubs, Taverns and Bars",144.95426,-37.80781,150,6
Witches In Britches Pty Ltd,78-86 Dudley Street WEST MELBOURNE 3003,West Melbourne (Residential),"Pubs, Taverns and Bars",144.95264,-37.8089,350,0
Gap Cafe,477 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95168,-37.80886,30,4
Flames of India,468-470 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94975,-37.80931,48,0
Apotheke Specialty Coffee,177-231 Rosslyn Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94857,-37.81022,30,8
Hotel Spencer Bar & Grill,475-477 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),"Pubs, Taverns and Bars",144.94925,-37.80957,90,12
Spence,437-439 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.94983,-37.81043,14,0
Western Coffee Lounge,355-369 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95044,-37.81191,32,8
Hansang,347-349 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95351,-37.81215,32,0
The Moghals,369-379 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95325,-37.81166,18,0
Rice Too Asian Cuisine,369-379 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Takeaway Food Services,144.95325,-37.81166,10,0
The Dispensa,369-379 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95325,-37.81166,19,0
Komegashi,339 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95363,-37.81236,25,0
Impresso Cafe,341 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.9536,-37.8123,16,8
Biryani House,343 King Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,144.95357,-37.81224,24,0
Crust Gourmet Pizza Bar Kensington,532-534 Macaulay Road KENSINGTON VIC 3031,Kensington,Takeaway Food Services,144.92845,-37.79402,4,8
Melba Social,524 Macaulay Road KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.92863,-37.79404,80,0
Kensington food hall,520 Macaulay Road KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.92876,-37.79406,54,0
Argi,512 Macaulay Road KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.92914,-37.79408,24,4
London K burgers,482 Macaulay Road KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.92997,-37.79424,18,0
The Premises Espresso,198-204 Bellair Street KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.93018,-37.79426,50,12
Spinifex Cafe,192-194 Bellair Street KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.93005,-37.79405,32,10
Burger basement Kensington,190 Bellair Street KENSINGTON VIC 3031,Kensington,Takeaway Food Services,144.93006,-37.79396,6,0
Fruits of Passion,188 Bellair Street KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.93001,-37.79393,40,33
White Rabbit Record Bar,176 Bellair Street KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.92993,-37.79366,35,25
Sori Cafe,174 Bellair Street KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.92993,-37.79361,26,12
Pimm Thai Cafe,170 Bellair Street KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.92992,-37.79354,20,14
The Quiet Man Irishman  Pub,The Quiet Man Hotel 265-271 Racecourse Road KENSINGTON VIC 3031,Kensington,"Pubs, Taverns and Bars",144.93237,-37.78861,85,81
Colab Espresso/Brewtech,75-103 Parsons Street KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.93528,-37.79,24,0
La Tortilleria,72 Stubbs Street KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.9353,-37.79142,30,10
Cheeky Brothers,25-77 Stubbs Street KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.93592,-37.79107,24,8
Luncheonette Cafe,169-173 Rankins Road KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.93111,-37.79436,12,8
Crumbs Organic Bakehouse,169-173 Rankins Road KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.93111,-37.79436,12,0
Kensington Canteen,90-114 Bakehouse Road KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.92996,-37.79959,30,12
Memphis Blues Cafe,330-344 Arden Street KENSINGTON VIC 3031,Kensington,Takeaway Food Services,144.93496,-37.79901,10,0
Saha Thai Cafe,429-431 Macaulay Road KENSINGTON VIC 3031,Kensington,Takeaway Food Services,144.93249,-37.79496,12,0
1565,3 Gower Street KENSINGTON VIC 3031,Kensington,Takeaway Food Services,144.93007,-37.7947,20,0
Hatchd Chicken,497 Macaulay Road KENSINGTON VIC 3031,Kensington,Takeaway Food Services,144.92951,-37.79456,12,0
Grounded House,499 Macaulay Road KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.92946,-37.79458,14,4
Clay Oven Pizza,501-503 Macaulay Road KENSINGTON VIC 3031,Kensington,Takeaway Food Services,144.92935,-37.79452,14,12
Mr Piccolo Kitchen and Bar,505-507 Macaulay Road KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.92924,-37.79454,40,0
Hardimans Hotel,Hardimans Hotel 521-535 Macaulay Road KENSINGTON VIC 3031,Kensington,"Pubs, Taverns and Bars",144.92834,-37.79444,230,187
Local Folk Cafe,43 Epsom Road KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.9256,-37.79224,60,15
Al Capone's Pizzeria,10 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.91941,-37.79173,30,10
Don't Tell Charles Coffee & Desserts,Building B 70 Speakmen Street KENSINGTON VIC 3031,Kensington,Cafes and Restaurants,144.9163,-37.7938,14,12
Rye Cafe,Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031,Kensington,Cafes and Restaurants,144.9151,-37.78225,33,16
Pacinos Italian Restaurant,Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031,Kensington,Cafes and Restaurants,144.9151,-37.78225,130,34
Bamboo Garden,Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031,Kensington,Takeaway Food Services,144.9151,-37.78225,14,0
Provata Urban Larder & Cafe,Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031,Kensington,Cafes and Restaurants,144.9151,-37.78225,21,0
Zigzag Salads & Burgers,Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031,Kensington,Cafes and Restaurants,144.9151,-37.78225,32,16
Hem 27,Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031,Kensington,Cafes and Restaurants,144.9151,-37.78225,40,8
Eat Pizza Flinders Street,545-557 Flinders Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95651,-37.82098,6,4
Tokyo Maki,545-557 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95651,-37.82098,44,0
Nandos Northbank,545-557 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95651,-37.82098,60,6
Di Parsia Pasticceria Cafe,561-581 Flinders Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95591,-37.82109,12,16
Buza Chicken,365-371 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95799,-37.80988,50,0
GJ's Grill,243-263 Franklin Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95664,-37.8097,34,0
Diner on Franklyn,243-263 Franklin Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95664,-37.8097,28,12
Tokyo Ya Japanese Restaurant,218-236 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9566,-37.81017,46,0
Cupanda Kitchen,106-116 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96001,-37.80914,80,6
Workshop,413-417 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96052,-37.80919,50,40
Raan Kan Eang,419 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96049,-37.80912,40,0
Shujinko Ramen,427 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96043,-37.80898,32,6
Rose Garden Barbecue Shop,433-435 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96034,-37.80886,32,24
Teh Tarik Corner,441-447 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96014,-37.80874,16,8
Malaysian Laksa House,449-451 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96022,-37.80856,54,16
Mansae Korean BBQ & Bar,151-165 Franklin Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95957,-37.80904,60,0
Andrew's Hamburgers,151-165 Franklin Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95957,-37.80904,60,36
Plus 852 Cafe,151-165 Franklin Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95957,-37.80904,22,18
Oh My Brew,151-165 Franklin Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95957,-37.80904,15,4
Jojo Little Kitchen,151-165 Franklin Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95957,-37.80904,34,36
Phancy Cafe & Catering,408-416 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95847,-37.80898,40,10
Torasan Ramen,410-420 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96116,-37.80895,60,0
Nene Chicken (Elizabeth St),410-420 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96116,-37.80895,30,0
No 1 Delicious,83-93 Franklin Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96176,-37.80817,102,0
Sarawak Kitchen Express,83-93 Franklin Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96176,-37.80817,56,0
The Vine Coffee Roasters,427-457 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96269,-37.80826,40,0
Kaki Lima RMIT,427-457 Swanston Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96269,-37.80826,8,0
Grain Store,517-537 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95666,-37.81987,75,24
Leap's Bakery Cafe,517-537 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95666,-37.81987,3,18
Hardware Societe Pty Ltd,517-537 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95666,-37.81987,70,0
Delhi Streets,517-537 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95666,-37.81987,28,0
Mr Huang Jin,517-537 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95666,-37.81987,31,0
Hunters' Roots,517-537 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95666,-37.81987,10,0
Altius Coffee Brewers,517-537 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.95666,-37.81987,8,5
Thataboy,517-537 Flinders Lane MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.95666,-37.81987,45,0
Bibimbap,517-537 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.95666,-37.81987,18,0
