name,address,suburb,industry,longitude,latitude,indoor,outdoor
Brunetti Myer Melbourne,314-336 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96383,-37.81345,99,0
The Salon,314-336 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96383,-37.81345,54,0
The Louden Kitchen & Grill,265-279 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96466,-37.8129,150,0
Soul Cafe,191-205 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96501,-37.8131,42,30
Sam Sam,207-209 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96504,-37.8129,90,0
Yoyogi Japanese Cafe,211-213 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96501,-37.81285,98,0
Red Piggy,219-225 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96496,-37.81272,40,34
Da Hu the Great Tiger,219-225 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96496,-37.81272,100,0
Mister Close,246-260 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96585,-37.81295,64,0
Melbourne Dae Jang Geum Korean BBQ,246-260 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96585,-37.81295,120,0
Pad Thai,246-260 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96585,-37.81295,62,0
Li Ji Matalang,222-244 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96628,-37.81274,50,0
Gloria Jean's Coffees,222-244 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96628,-37.81274,28,6
The Grand BBQ,222-244 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96628,-37.81274,30,0
Spicy Fish Restaurant,222-244 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96628,-37.81274,80,0
Dragon Boat,206-218 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96687,-37.81267,250,0
Blackball at Chinatown,206-218 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96687,-37.81267,50,0
China Chilli,206-218 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96687,-37.81267,180,0
House of Delight,206-218 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96687,-37.81267,300,0
Tim Ho Wan,206-218 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96687,-37.81267,90,0
Mrs Zan's Kitchen,206-218 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96687,-37.81267,56,0
China Red,206-218 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96687,-37.81267,120,0
Hot Spicy Stick,202-204 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96718,-37.81265,58,0
Nong Tang Noodle House,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96727,-37.81242,46,0
Two Peck Crispy Chicken,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96727,-37.81242,5,0
Mr Ramen San,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96727,-37.81242,22,0
Shandong Mama Dumplings,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96727,-37.81242,60,0
Kaneda Japanese Restaurant,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96727,-37.81242,40,0
Sichuan Dining Room,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96727,-37.81242,80,0
Yokocho,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96727,-37.81242,65,80
Wagaya Japanese Restaurant,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96727,-37.81242,300,20
Sushi Hotaru,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96727,-37.81242,46,0
Heart Of Tea,194-200 Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96727,-37.81242,9,0
The Lab - Nitrogen Gelato,188 Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96761,-37.8127,20,8
Westlake Restaurant,189-191 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96695,-37.81219,200,0
Dessert Story,193-195 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96683,-37.81222,60,0
Shanghai Street Xiaolong Bao & Dumplings,163-169 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96765,-37.81247,60,0
Shanghai Dragon Dumpling House,163-169 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96765,-37.81247,28,0
Nam Loong Seafood Restaurant,171-173 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96759,-37.81238,64,0
Ta-Ta House,179 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96753,-37.81226,80,0
Musashi Ramen Restaurant,181-183 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96751,-37.81222,80,0
Jinzhou Royal Barbecue,191-193 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96744,-37.81207,48,0
Da Hu Peking Duck Restaurant,195-197 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9674,-37.812,120,0
The Tasty Spicy Hot Pot,212 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96561,-37.81279,32,0
YGF Metalang,175 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96757,-37.81234,24,0
Crazy Wing,177 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96755,-37.8123,40,0
Riverland Bar,1-19 Princes Walk MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96866,-37.81867,35,220
Pilgrim,1-19 Princes Walk MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96866,-37.81867,40,130
Time Out Cafe,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96982,-37.81779,60,140
Arintji,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96982,-37.81779,75,100
Il Pom Italian,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96982,-37.81779,70,110
Crossbar Cafe,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96982,-37.81779,50,0
Chocolate Buddha,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96982,-37.81779,93,180
ACMI Cafe & Bar,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96982,-37.81779,120,66
Beer De Luxe,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96982,-37.81779,200,400
Transit Rooftop Bar,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96982,-37.81779,40,104
Taxi Kitchen,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96982,-37.81779,220,0
Little Ramen Bar,219-233 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96228,-37.81321,36,6
Ace Poke,219-233 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96228,-37.81321,18,0
Hana's Kitchen,219-233 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96228,-37.81321,28,4
Shanghai Street,219-233 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96228,-37.81321,30,8
Rare Steakhouse Midtown,10-12 Goldie Place MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96078,-37.81339,90,0
Miznon,59-61 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96097,-37.81338,70,30
The Mill,67-73 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96091,-37.81323,60,44
Amigos Hardware Lane,75-77 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96087,-37.81314,100,44
Vons Restaurant & Bar,68-78 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96111,-37.81307,54,24
Grill Steak Seafood,64-66 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96117,-37.81318,190,60
Il Nostro Posto,60 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96121,-37.81329,64,16
Max Bar & Restaurant,54-58 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96126,-37.81339,108,84
Whitehart,359-363 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96188,-37.81275,32,0
Restaurant Shik,377-381 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96145,-37.81288,26,0
Sun Moth Canteen & Bar,377-381 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96145,-37.81288,62,0
Crust Gourmet Pizza Bar Melbourne,377-381 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96145,-37.81288,24,0
Club Retro,383-387 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.9612,-37.81285,60,0
Top Tongue,389-395 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96101,-37.81288,35,25
Golden Monkey,389-395 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96101,-37.81288,130,30
Tsuta,389-395 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96101,-37.81288,18,12
Claypots Barbarossa,399-413 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96069,-37.81305,34,22
A25 Pizzeria,399-413 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96069,-37.81305,50,26
Hawker Boys,399-413 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96069,-37.81305,24,14
Brooklyn Depot Melbourne,399-413 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96069,-37.81305,150,0
Spud Bar,394-400 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.9609,-37.81366,16,0
Area 4,386-392 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96107,-37.8136,18,0
Ciao Pizza Napoli Restaurant,386-392 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96107,-37.8136,55,0
Khokolat Bar,386-392 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96107,-37.8136,34,20
Kirk's Wine Bar,380-384 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96133,-37.81354,28,34
French Saloon,380-384 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96133,-37.81354,50,14
Blok M Express,380-384 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96133,-37.81354,50,0
Kirk's Public Bar,380-384 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96133,-37.81354,48,0
+39 Pizzeria & Antipasteria,362-364 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96175,-37.81327,66,0
Cafe Shots Espresso Bar,224-236 Queen Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96016,-37.8132,8,6
Goodovening,200-222 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96048,-37.81347,30,32
Queen Street Foodstore,200-222 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96048,-37.81347,26,32
Little Sparrow Melbourne,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96393,-37.81247,32,0
Charlie & Co,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,52,0
Earl Canteen,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96393,-37.81247,12,13
Bombay Bar,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96393,-37.81247,10,0
South Melbourne Market Dim Sims,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96393,-37.81247,4,0
ES Teler 77,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96393,-37.81247,6,0
Bar Napoli,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96393,-37.81247,4,0
New Shanghai,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,140,0
Spudbar,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96393,-37.81247,16,0
Calia,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,88,0
Nabe One,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,10,0
Cafe Blush,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,52,0
Gyoza Gyoza,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,100,0
Din Tai Fung,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,200,0
T Mix,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96393,-37.81247,26,0
Makoto,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,32,0
Pho Nom,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,16,28
Kyo Teahouse,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,40,0
Dumplings Plus,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,115,0
Botica,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96393,-37.81247,16,0
1000 Wat,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,59,0
Ramen Ya,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,59,0
Dainty Sichuan Noodle Express,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,92,0
Toyko Pop,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,60,0
Tetsujin,269-321 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96393,-37.81247,100,0
Beneath Driver Lane,318-322 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96313,-37.81293,75,0
Penny Blue,318-322 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96313,-37.81293,0,14
8 Bit,258-264 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96484,-37.81252,35,0
Tina's Noodle Kitchen,237 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9648,-37.81245,80,16
Mekong Vietnam,239-241 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96478,-37.81239,50,0
The Lounge,243-249 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96474,-37.8123,118,64
Rice Paper Vietnamese Restaurant,243-249 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96474,-37.8123,74,24
YourThai Rice & Noodle Bar,255 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96467,-37.81216,90,0
China Bar,257-259 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96465,-37.81211,70,0
Chop Shop Korean BBQ,261-263 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96463,-37.81206,100,0
Nelayan,265-267 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9646,-37.81201,62,0
OPPA (Korean Kitchen),271 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96455,-37.8119,55,0
Taiwan Cafe,273 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96453,-37.81186,56,0
Supper Inn Chinese Restaurant,15-17 Celestial Avenue MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96613,-37.81188,70,0
Heyday Hong Kong Cafe,16 Celestial Avenue MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96637,-37.81181,16,0
International Diethnes Cakes,185-187 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96685,-37.81119,73,20
@T Ease,195 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96663,-37.81127,60,10
Tsindos Greek Restaurant,197 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96658,-37.81128,80,16
Carribbean Grilled Fish by China Chilli,203-207 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96635,-37.81133,80,16
Boilermaker House,209-211 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96626,-37.81143,0,40
Pacific BBQ Cafe,213-215 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96614,-37.81144,100,0
Touche Hombre,233-237 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96555,-37.81158,80,20
By Korea,242-244 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96559,-37.8121,38,0
Mao Please,214-216 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96622,-37.81205,120,0
The Crane,212 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96628,-37.81203,80,0
Ling Nam Chinese Restaurant,204 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96654,-37.81199,90,0
Juicy Bao,178-190 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96694,-37.81187,70,0
Bornga Melbourne,178-190 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96694,-37.81187,110,0
Jin Dumpling And Noodle House,172-176 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96713,-37.81186,100,0
Sweetie And Moustache Dessert Lounge,205-207 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9673,-37.8117,80,0
Aunty Frankles,205-207 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9673,-37.8117,60,0
Minh Xuong Seafood & BBQ Restaurant,209-211 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96727,-37.81164,52,0
He She Eat Canteen,213-217 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96724,-37.81156,40,0
Dragon Hot Pot,213-217 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96724,-37.81156,26,0
Nam Loong Restaurant,221-223 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96717,-37.81141,50,0
Ma Lu Bian Bian Hot Pot,221-223 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96717,-37.81141,36,0
Town Tea,231-233 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96709,-37.81123,20,0
Stalactites Restaurant,235-241 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96704,-37.81112,150,0
House of Correction,264-266 Swanston Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96515,-37.81181,50,0
Noodle Kingdom/Gong De Lin,264-266 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96515,-37.81181,120,0
Cookie,248-258 Swanston Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96527,-37.81199,200,0
Spicy Noodle Queen,240 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96538,-37.81222,120,0
Belleville,230-238 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96543,-37.81233,130,0
Shanghai Dumpling Restaurant,23-25 Tattersalls Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96544,-37.81186,195,0
Section 8 Bar,27-29 Tattersalls Lane MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96539,-37.81176,0,40
Old Crystal Jade Steamboat,3-5 Waratah Place MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96703,-37.81172,50,0
New Kum Den Chinese Restaurant,7-9 Waratah Place MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96699,-37.81162,70,0
Manchuria,7-9 Waratah Place MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96699,-37.81162,45,0
Hot Space,11-15 Waratah Place MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96694,-37.8115,54,0
Rice Workshop,238 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96578,-37.81225,60,0
Yang's Braised Chicken Rice,234 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96587,-37.81222,70,0
Six Po Hot Pot,229 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96712,-37.8113,30,0
Shujinko,225 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96714,-37.81134,48,0
